30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 
30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 
30, 30, 30, 30, 30, 30, 30, 30,
30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 30, 30, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 
0, 0, 0, 39, 10, 0, 29, 30,
30, 10, 0, 39, 0, 0, 30, 30, 30, 39, 0, 30, 0, 0, 30, 0, 
0, 39, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 30, 30, 30, 30, 30, 30, 30,
30, 30, 30, 30, 30, 30, 30, 10, 30, 30, 30, 30, 0, 0, 30, 30, 
30, 30, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 
0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 28, 28, 28, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 
39, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 39, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 30, 30, 
30, 30, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 10, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 28, 28, 28, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 10, 30,
30, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 10, 0, 0, 0, 39, 0, 
0, 0, 10, 0, 71, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 30, 0, 0, 39, 0, 
0, 0, 0, 0, 0, 0, 0, 10, 30, 30, 30, 30, 30, 30, 30, 30, 
30, 30, 30, 30, 0, 0, 30, 30,
30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 
30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 10, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 28, 
28, 28, 28, 28, 28, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 27, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 30, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 28, 28, 28, 28, 28, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 28, 0, 0, 
71, 39, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 28, 28, 28, 28, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 10, 30,
30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 10, 0, 0, 0, 0, 39, 71, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 39, 0, 
10, 71, 0, 0, 39, 0, 0, 30,
30, 30, 30, 30, 30, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 30, 30, 30, 30, 
30, 30, 30, 30, 30, 30, 30, 30,
30, 0, 0, 0, 0, 0, 30, 10, 10, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 71, 0, 0, 0, 39, 0, 0, 30, 10, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 0, 0, 0, 30, 30, 30, 30, 30, 30, 30, 0, 0, 0, 0, 0, 
30, 0, 0, 0, 0, 0, 0, 30,
30, 71, 39, 0, 10, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 
30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 71, 0, 0, 0, 39, 
30, 10, 0, 10, 0, 0, 39, 30,
30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 
30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 
30, 30, 30, 30, 30, 30, 30, 30
