30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 
30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 
30, 30, 30, 30, 30, 30, 30, 30,
30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 30, 30, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 30, 30, 30, 30, 30, 30, 30, 0, 0, 28, 0, 0, 28, 0, 0, 
28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 39, 0, 0, 
39, 0, 0, 0, 0, 0, 71, 30,
30, 0, 0, 0, 0, 0, 0, 30, 30, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 28, 0, 28, 0, 0, 0, 0, 0, 0, 30, 30, 30, 30, 
30, 30, 30, 30, 30, 30, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 30, 30, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 30, 30, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 18, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 30, 0, 0, 0, 0, 0, 0, 0, 30, 30, 18, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 30, 0, 39, 0, 40, 0, 0, 0, 0, 30, 30, 18, 18, 18, 
18, 18, 18, 18, 18, 18, 18, 34, 30, 30, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 30, 30, 30, 30, 30, 0, 0, 0, 0, 0, 30, 30, 30, 30, 
30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 30, 30, 30, 30, 30, 39, 71, 0, 0, 0, 0, 0, 0, 0, 
0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 39, 0, 
39, 0, 0, 30, 30, 18, 18, 30,
30, 0, 0, 0, 0, 30, 30, 30, 0, 0, 0, 0, 28, 28, 0, 39, 
0, 39, 0, 39, 0, 39, 0, 0, 40, 0, 0, 0, 0, 0, 30, 30, 
30, 30, 30, 30, 30, 30, 30, 30,
30, 0, 0, 0, 0, 0, 30, 30, 30, 39, 71, 0, 0, 28, 28, 28, 
28, 28, 28, 28, 28, 28, 28, 28, 28, 0, 0, 0, 0, 30, 30, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 30, 30, 30, 0, 0, 0, 28, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 30, 30, 30, 0, 0, 0, 0, 39, 
0, 39, 0, 39, 0, 39, 0, 0, 0, 0, 0, 30, 30, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 30, 30, 30, 30, 0, 0, 0, 0, 30, 30, 30, 30, 30, 30, 30, 
30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 30, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 30, 30, 30, 30, 0, 0, 0, 0, 0, 0, 0, 10, 
0, 10, 0, 10, 0, 10, 0, 10, 0, 10, 0, 0, 0, 0, 0, 0, 
0, 0, 30, 30, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 30, 30, 30, 0, 0, 0, 28, 0, 28, 0, 
28, 0, 28, 0, 28, 0, 28, 0, 28, 0, 28, 0, 0, 0, 0, 0, 
30, 30, 30, 0, 0, 0, 0, 30,
30, 28, 37, 37, 38, 0, 0, 0, 30, 30, 0, 39, 0, 39, 0, 0, 
39, 0, 39, 0, 0, 39, 0, 39, 0, 0, 39, 0, 0, 0, 30, 30, 
30, 0, 0, 0, 0, 0, 0, 30,
30, 28, 0, 0, 28, 0, 0, 0, 0, 30, 30, 30, 30, 30, 30, 30, 
30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 28, 28, 28, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 28, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 
28, 28, 28, 28, 71, 0, 39, 0, 39, 0, 71, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 28, 0, 0, 28, 0, 0, 71, 0, 39, 0, 39, 0, 71, 0, 0, 
0, 0, 0, 0, 0, 28, 28, 28, 28, 28, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 0, 0, 0, 0, 0, 0, 0, 28, 28, 28, 28, 28, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 39, 0, 39, 0, 
71, 0, 0, 0, 0, 0, 0, 30,
30, 0, 71, 0, 39, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 28, 28, 28, 28, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 29, 0, 28, 37, 37, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 30,
30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 
30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 
30, 30, 30, 30, 30, 30, 30, 30
